,rank,artist_names,artist_individual,artist_id,artist_genre,track_name,release_date,album_num_tracks,album_cover,peak_rank,previous_rank,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,release_year
32641,197,Ed Sheeran,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,pop,Photograph,2013-01-01,24,https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524,62,-1,0.614,0.379,4,1,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,2013
30857,196,The Weeknd,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,The Hills,2015-08-28,14,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,145,-1,0.585,0.564,0,0,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003,242253.0,2015
2626,196,Los Auténticos Decadentes,Los Auténticos Decadentes,spotify:artist:3HrbmsYpKjWH1lzhad7alj,argentine rock,Loco (Tu Forma De Ser),1989-06-27,13,https://i.scdn.co/image/ab67616d0000b27362d6b9c62691db6f63608eac,185,-1,0.742,0.61,9,1,-7.596,0.0853,0.175,0.0,0.0493,0.722,113.281,313000.0,1989
20729,196,"Daddy Yankee, Anuel AA, Kendo Kaponi",Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,reggaeton,Don Don,2020-09-11,1,https://i.scdn.co/image/ab67616d0000b2738e27c608e6880117d42d6b1d,41,175,0.838,0.819,5,0,-4.681,0.211,0.285,6.3e-05,0.224,0.656,105.027,275893.0,2020
37790,196,Tate McRae,Tate McRae,spotify:artist:45dkTj5sMRSjrmBSBeiHym,pop,chaotic,2022-05-27,13,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2,42,-1,0.663,0.374,5,1,-6.987,0.0367,0.54,0.0,0.101,0.351,106.967,175533.0,2022
15042,196,"TINI, KHEA",TINI,spotify:artist:7vXDAI8JwjW531ouMGbfcp,latin pop,Ella Dice,2020-12-03,14,https://i.scdn.co/image/ab67616d0000b2735c37a54165e6e19fc5022820,4,163,0.838,0.751,0,0,-2.864,0.0829,0.22,2.05e-06,0.133,0.704,91.983,161060.0,2020
35010,196,Kanye West,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,chicago rap,Jail pt 2,2021-08-29,27,https://i.scdn.co/image/ab67616d0000b2736ba1cffc9b2c5469503430b3,58,58,0.7,0.572,4,1,-6.459,0.0515,0.453,0.0,0.0871,0.686,109.985,297000.0,2021
33614,196,Queen,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,glam rock,Thank God It's Christmas - 2011 Remaster,1984-02-27,15,https://i.scdn.co/image/ab67616d0000b273d1e7c0e1bf0980298428a1ae,70,-1,0.296,0.421,7,1,-8.891,0.0285,0.214,0.0,0.232,0.335,83.425,261627.0,1984
32771,196,Endor,Endor,spotify:artist:6F3vLfyutkUhpM50G84eMt,house,Pump It Up,2019-09-13,2,https://i.scdn.co/image/ab67616d0000b27331355fb0f556ede9c6b651cd,19,177,0.899,0.894,1,1,-7.255,0.222,0.203,9.95e-05,0.0606,0.654,129.047,150635.0,2019
29611,196,Van Morrison,Van Morrison,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,classic rock,Brown Eyed Girl,1967-09-01,8,https://i.scdn.co/image/ab67616d0000b2733f29a976eea00141514ab936,130,-1,0.491,0.583,7,1,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,183307.0,1967
272,196,Rauw Alejandro,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,puerto rican pop,Enchule,2020-11-13,16,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,30,172,0.761,0.668,0,1,-3.319,0.211,0.153,0.0,0.301,0.578,90.043,185719.0,2020
10824,196,"Luck Ra, Lautaro Lopez",Luck Ra,spotify:artist:4kcQWQDK0u9AftVSpdrAgk,trap argentino,Odio Amarte,2020-12-22,1,https://i.scdn.co/image/ab67616d0000b273e68d5c966b36bb791d83a8b3,196,-1,0.67,0.255,6,0,-8.014,0.0446,0.788,0.0,0.127,0.523,79.162,186835.0,2020
44516,196,"Jack Harlow, Lil Wayne",Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,rap,Poison (feat. Lil Wayne),2022-05-06,15,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,196,-1,0.549,0.485,4,0,-8.477,0.322,0.179,0.0,0.368,0.626,112.029,222643.0,2022
86,196,The Weeknd,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,pop,Blinding Lights,2020-03-20,14,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,15,180,0.514,0.73,1,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,2020
39965,196,John Farnham,John Farnham,spotify:artist:1QxaPWG1POM8Ul6WwsHq4y,australian pop,You're the Voice,1986-01-01,10,https://i.scdn.co/image/ab67616d0000b273710d3231cb732a6a7ff91a4e,196,-1,0.502,0.66,10,1,-11.852,0.0394,0.393,0.000138,0.608,0.722,85.209,300733.0,1986
7583,195,"Justin Bieber, Chance the Rapper",Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,pop,Holy (feat. Chance The Rapper),2021-03-19,16,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,97,-1,0.67,0.693,6,1,-8.34,0.35,0.2,0.0,0.0909,0.388,87.017,212093.0,2021
3960,195,Feid,Feid,spotify:artist:2LRoIwlKmHjgvigdNGBHNo,latin,Ferxxo 100,2022-06-03,1,https://i.scdn.co/image/ab67616d0000b27337ba1ee95caed30372ea483a,195,-1,0.701,0.568,8,0,-3.389,0.067,0.252,0.0,0.153,0.577,164.062,167973.0,2022
528,195,Luis Miguel,Luis Miguel,spotify:artist:2nszmSgqreHSdJA3zWPyrW,latin,Ahora Te Puedes Marchar,1987-07-15,11,https://i.scdn.co/image/ab67616d0000b27320e3b8f2b044117fe02790e1,44,-1,0.78,0.877,6,0,-3.683,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,191973.0,1987
40406,195,"Hooligan Hefs, Day1",Hooligan Hefs,spotify:artist:1VXE1xqGNlT9HG6TcjpQ9I,aussie drill,Hoodstar,2021-07-31,1,https://i.scdn.co/image/ab67616d0000b273c6807c2a4272a361dbf0d1ba,195,-1,0.79,0.549,2,0,-9.136,0.116,0.0832,0.0,0.238,0.722,143.102,211469.0,2021
33054,195,Nessa Barrett,Nessa Barrett,spotify:artist:7pwufEBGfggjoI8twqlsmQ,electropop,die first,2022-06-24,1,https://i.scdn.co/image/ab67616d0000b27391ed605a8b6ba6b5caae826f,195,-1,0.444,0.669,8,0,-6.727,0.125,0.0669,0.0,0.124,0.44,183.441,177109.0,2022
29610,195,Jason Derulo,Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,dance pop,Take You Dancing,2020-07-22,1,https://i.scdn.co/image/ab67616d0000b27354eab2e4aa8b8706b6b526d2,12,183,0.789,0.711,2,1,-4.248,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,2020
15040,195,"Alan Gomez, Maty Deejay",Alan Gomez,spotify:artist:6oMRQ5H3A2XA5I3RG3leni,cumbia 420,Reloj - Remix,2020-11-02,1,https://i.scdn.co/image/ab67616d0000b273f6e849ba8754c6b8ada30cbd,95,189,0.528,0.541,1,1,-8.305,0.219,0.125,2e-05,0.234,0.549,69.885,184706.0,2020
37504,195,Tom Petty and the Heartbreakers,Tom Petty and the Heartbreakers,spotify:artist:4tX2TplrkIP4v05BNC903e,blues rock,Christmas All Over Again,2021-12-14,31,https://i.scdn.co/image/ab67616d0000b273939adbd67bcbab090ef62456,94,-1,0.44,0.838,9,1,-6.196,0.0423,0.0956,0.0,0.473,0.619,138.908,253627.0,2021
36917,195,Youngn Lipz,Youngn Lipz,spotify:artist:36PxHmbx5QrRTpuCaw4FuV,pop rap,GO!,2022-02-10,1,https://i.scdn.co/image/ab67616d0000b273840f70941e62f9ffbfdec6aa,195,-1,0.735,0.884,11,1,-4.975,0.104,0.374,0.0,0.185,0.8,124.934,157440.0,2022
36096,195,Sadie Jean,Sadie Jean,spotify:artist:0sMAHzxguan2KpnKFZPW2d,0,WYD Now?,2021-12-10,1,https://i.scdn.co/image/ab67616d0000b2732b6d5422dcc76dd13a172c29,184,184,0.378,0.334,1,1,-10.993,0.304,0.776,0.0,0.115,0.496,181.296,144667.0,2021
1254,195,Sech,Sech,spotify:artist:77ziqFxp5gaInVrF2lj4ht,latin,Relación,2020-05-21,21,https://i.scdn.co/image/ab67616d0000b273a00b470b311631817cc9fe93,2,178,0.805,0.562,7,0,-3.117,0.105,0.125,4.96e-06,0.148,0.767,172.094,184255.0,2020
990,195,Dua Lipa,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,pop,Love Again,2020-03-27,11,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,136,189,0.659,0.667,11,0,-4.668,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004.0,2020
433,195,Nicki Nicole,Nicki Nicole,spotify:artist:2UZIAOlrnyZmyzt1nuXr9y,argentine hip hop,Baby,2021-10-28,16,https://i.scdn.co/image/ab67616d0000b27319f7055ea11fba4868f7794a,86,186,0.804,0.683,0,0,-4.637,0.0507,0.561,0.0,0.139,0.878,119.99,164301.0,2021
2012,195,Maria Becerra,Maria Becerra,spotify:artist:1DxLCyH42yaHKGK3cl5bvG,pop argentino,Perdidamente,2020-02-22,1,https://i.scdn.co/image/ab67616d0000b273f6f972905c4e78903ed4e959,58,-1,0.447,0.56,5,0,-6.926,0.24,0.568,9.21e-06,0.13,0.35,189.656,153327.0,2020
1933,195,La K'onga,La K'onga,spotify:artist:3ghRXw2nUEH2THaL82hw8R,cuarteto,La noche sin ti,2013-12-30,13,https://i.scdn.co/image/ab67616d0000b2739d0252ddcf8e7e94b975d528,195,-1,0.503,0.781,11,0,-4.258,0.0764,0.357,0.0,0.122,0.666,96.724,225280.0,2013
32370,195,AC/DC,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,australian rock,Thunderstruck,1990-09-24,12,https://i.scdn.co/image/ab67616d0000b2738399047ff71200928f5b6508,195,-1,0.502,0.89,4,1,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880.0,1990
29743,195,Bo Burnham,Bo Burnham,spotify:artist:2Waw2sSbqvAwK8NwACNjVo,comic,Welcome to The Internet,2021-06-10,20,https://i.scdn.co/image/ab67616d0000b2732853b5ea06ddc676b337c389,195,-1,0.665,0.527,2,0,-8.588,0.429,0.663,0.0,0.306,0.219,94.711,275999.0,2021
41553,195,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",Tech N9ne,spotify:artist:6UBA15slIuadJ8h2lPRPos,pop rap,Face Off,2021-10-08,17,https://i.scdn.co/image/ab67616d0000b2735ee0a1dafbbf6d8d430821a3,128,-1,0.693,0.935,8,1,-4.323,0.224,0.18,0.0,0.179,0.391,80.882,219802.0,2021
20725,195,"El Reja, Lira, Rombai, Hernan y La Champion's Liga",El Reja,spotify:artist:7HSeegdmjLYRJpkOYIaZIW,cumbia pop,Bésame - Remix,2020-12-18,1,https://i.scdn.co/image/ab67616d0000b273f06eae14a985b94f8c981662,104,138,0.555,0.463,0,1,-8.344,0.065,0.172,0.0,0.32,0.792,138.166,189511.0,2020
6985,195,"Jay Wheeler, DJ Nelson, Myke Towers",Jay Wheeler,spotify:artist:2cPqdH7XMvwaBJEVjheH8g,latin,La Curiosidad,2020-06-12,12,https://i.scdn.co/image/ab67616d0000b273509c45194c1ef6c1cb509e5d,4,197,0.845,0.677,11,0,-4.798,0.136,0.269,0.000917,0.108,0.68,90.013,219048.0,2020
9103,194,"Nicki Nicole, Trueno, Bizarrap",Nicki Nicole,spotify:artist:2UZIAOlrnyZmyzt1nuXr9y,argentine hip hop,Dangerous,2021-10-28,16,https://i.scdn.co/image/ab67616d0000b27319f7055ea11fba4868f7794a,74,170,0.66,0.539,4,0,-5.634,0.0461,0.727,0.0,0.384,0.626,91.94,159968.0,2021
3782,194,Harry Nach,Harry Nach,spotify:artist:0NnUMWDCDi1snuMja6IdxH,urbano chileno,Tak Tiki Tak,2020-07-10,1,https://i.scdn.co/image/ab67616d0000b273076d9139e1384bb9d2cae070,4,177,0.801,0.579,11,0,-4.78,0.0813,0.333,0.000355,0.172,0.231,99.994,212406.0,2020
7286,194,"DJ Alex, Alejo Isakk",DJ Alex,spotify:artist:7ygNQCdpQWW7iSWAxDhvhI,cumbia 420,INDIQUEN | E3,2022-03-03,1,https://i.scdn.co/image/ab67616d0000b2730f6276c4f13d507a0db3322e,170,170,0.689,0.551,4,0,-7.547,0.0829,0.544,0.0,0.0884,0.526,176.061,160909.0,2022
1253,194,Alan Gomez,Alan Gomez,spotify:artist:6oMRQ5H3A2XA5I3RG3leni,cumbia 420,Flow anti dea - Remix,2020-10-05,1,https://i.scdn.co/image/ab67616d0000b273ad57e3c2de730526179120a1,139,191,0.83,0.59,0,1,-6.494,0.0971,0.105,0.14,0.137,0.507,102.003,141618.0,2020
616,194,Nio Garcia,Nio Garcia,spotify:artist:5hdhHgpxyniooUiQVaPxQ0,trap latino,Tus Poses,2021-08-05,1,https://i.scdn.co/image/ab67616d0000b27306cfa0b39f2db4a5baaabd67,172,172,0.827,0.575,6,1,-4.123,0.0464,0.0241,0.000247,0.0879,0.757,91.989,201200.0,2021
7581,194,"Black Eyed Peas, Shakira",Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS,pop rap,GIRL LIKE ME,2020-06-18,15,https://i.scdn.co/image/ab67616d0000b273d459374a978da728adea3f38,88,200,0.964,0.486,2,1,-8.891,0.188,0.0194,0.04,0.0694,0.318,124.058,220659.0,2020
9635,194,"LIT killah, Lil Mosey",LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,argentine hip hop,Bipolar,2022-05-26,1,https://i.scdn.co/image/ab67616d0000b273a70e3ad62863aadd8178e020,194,-1,0.669,0.632,1,1,-7.098,0.0988,0.0434,0.0,0.271,0.626,139.915,181750.0,2022
12040,194,"Eladio Carrion, Bizarrap, Duki",Eladio Carrion,spotify:artist:5XJDexmWFLWOkjOEjOVX3e,trap triste,Sin Frenos,2021-12-02,22,https://i.scdn.co/image/ab67616d0000b27302b1465a8e6b21d3308c18f4,83,171,0.657,0.702,9,0,-7.667,0.0482,0.0723,0.0,0.188,0.75,145.022,211394.0,2021
85,194,Soda Stereo,Soda Stereo,spotify:artist:7An4yvF7hDYDolN4m5zKBp,argentine rock,De Música Ligera,1983-01-01,20,https://i.scdn.co/image/ab67616d0000b273017ed8a01b6648a9d1fe2f58,158,190,0.542,0.714,2,1,-8.045,0.028,0.00487,0.298,0.334,0.76,124.26,212893.0,1983
30582,194,The Rubens,The Rubens,spotify:artist:2hrWpLNoJcs1EnWSXvB6JI,australian pop,Masterpiece,2021-02-12,12,https://i.scdn.co/image/ab67616d0000b2735dd892f0dd951a65d233f41d,194,196,0.596,0.895,6,1,-3.813,0.0518,0.55,0.0,0.15,0.578,105.048,216880.0,2021
29609,194,blackbear,blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM,pop rap,hot girl bummer,2020-08-21,12,https://i.scdn.co/image/ab67616d0000b2730b7c6d46885f7434c99e6d8b,4,-1,0.782,0.559,6,0,-7.106,0.0767,0.125,0.0,0.385,0.685,129.992,188344.0,2020
42735,194,"Flo Rida, T-Pain",Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,pop rap,Low (feat. T-Pain),2008-03-17,14,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,151,-1,0.918,0.609,10,0,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,231400.0,2008
3098,194,Bruno Mars,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,pop,Talking to the Moon,2010-10-05,10,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,194,-1,0.498,0.59,1,0,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,217867.0,2010
14160,194,"Don Omar, Nio Garcia",Don Omar,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,reggaeton,Se Menea,2021-11-12,1,https://i.scdn.co/image/ab67616d0000b273f892ead1da55c29fc3f537d1,144,194,0.711,0.839,7,1,-6.288,0.117,0.0472,0.0,0.0806,0.932,179.936,190880.0,2021
37353,194,Adele,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,pop,Rumour Has It,2011-01-19,15,https://i.scdn.co/image/ab67616d0000b27333f4b6a81ff2d5be5f2cf917,194,-1,0.612,0.749,0,1,-5.014,0.0446,0.615,0.0,0.167,0.574,120.052,223267.0,2011
17736,194,"TINI, Becky G, Anitta",TINI,spotify:artist:7vXDAI8JwjW531ouMGbfcp,latin pop,La Loto,2022-07-06,1,https://i.scdn.co/image/ab67616d0000b2732c4c95e7117b617b3c3c7de1,194,-1,0.855,0.83,1,1,-2.815,0.106,0.0783,1.31e-06,0.08,0.775,90.009,190667.0,2022
40522,194,"Maroon 5, Wiz Khalifa",Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,pop,Payphone,2012-01-01,33,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,161,-1,0.743,0.752,4,1,-4.813,0.0414,0.0188,0.0,0.287,0.545,110.015,231173.0,2012
15038,194,"Shawn Mendes, Justin Bieber",Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,viral pop,Monster (Shawn Mendes & Justin Bieber),2020-12-04,14,https://i.scdn.co/image/ab67616d0000b27337a5a19e52f8260b3b158e55,63,161,0.64,0.392,2,0,-7.246,0.0574,0.0593,0.0,0.0839,0.502,145.838,178994.0,2020
1439,193,Robleis,Robleis,spotify:artist:32AuV4BxATEf2i7YVhIjht,pop argentino,SOLO,2022-03-16,1,https://i.scdn.co/image/ab67616d0000b2731634714f77206f4a036ce1c0,193,-1,0.777,0.492,7,0,-7.382,0.0422,0.475,0.0,0.14,0.486,105.01,155714.0,2022
10822,193,"Damas Gratis, Viru Kumbieron",Damas Gratis,spotify:artist:3YeBTR1Q1rUxKguz4jP6UV,cumbia 420,Me Vas a Extrañar - En Vivo,2018-09-07,1,https://i.scdn.co/image/ab67616d0000b273e7f7654bfa58ce83bd8163b1,4,192,0.419,0.809,11,1,-4.596,0.0357,0.323,0.0,0.699,0.635,88.418,238528.0,2018
20722,193,"Arcangel, Sech, Dímelo Flow",Arcangel,spotify:artist:4SsVbpTthjScTS7U2hmr1X,latin,Sigues Con El,2019-12-13,1,https://i.scdn.co/image/ab67616d0000b273cb757053249cfc9b5182d670,3,173,0.883,0.668,9,1,-2.957,0.113,0.11,0.000529,0.0734,0.676,87.972,226533.0,2019
6983,193,"LIT killah, Maria Becerra",LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,trap latino,En la Oscuridad,2021-08-19,14,https://i.scdn.co/image/ab67616d0000b273017f7f0b78acc1b124f4cb80,35,179,0.812,0.752,9,0,-3.864,0.0542,0.111,2.53e-06,0.0722,0.398,99.96,173143.0,2021
40110,193,"Lady Gaga, Ariana Grande",Lady Gaga,spotify:artist:1HY2Jd0NmPuamShAr6KMms,art pop,Rain On Me (with Ariana Grande),2020-05-29,16,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,3,187,0.672,0.855,9,1,-3.764,0.0397,0.021,0.0,0.323,0.646,123.056,182200.0,2020
33195,193,The Lumineers,The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,stomp and holler,Ophelia,2016-04-08,11,https://i.scdn.co/image/ab67616d0000b273e4c3db3e7ebfc22bc080f334,169,186,0.664,0.573,5,1,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097.0,2016
271,193,BTS,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,k-pop,Film out,2021-04-01,1,https://i.scdn.co/image/ab67616d0000b27334938530af5d2d98acf174fc,193,-1,0.499,0.709,10,1,-6.404,0.134,0.296,0.0,0.331,0.314,164.032,214621.0,2021
32769,193,Brando,Brando,spotify:artist:5uEeqYFuIChoWKy34jp8xE,pop dance,Look Into My Eyes,2020-01-10,1,https://i.scdn.co/image/ab67616d0000b2738644ece4bcfdd270a13ec896,21,194,0.789,0.545,6,1,-7.14,0.0539,0.122,4.78e-05,0.123,0.432,116.001,154654.0,2020
5192,193,Justin Bieber,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,pop,Anyone,2021-03-19,16,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,186,186,0.685,0.521,2,1,-8.285,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190779.0,2021
21334,193,"PSY, SUGA",PSY,spotify:artist:2dd5mrQZvg6SmahdgVKDzh,k-pop,That That (prod. & feat. SUGA of BTS),2022-04-29,12,https://i.scdn.co/image/ab67616d0000b273cab1d5724ddfed3aa8a4fd0f,193,-1,0.905,0.962,4,1,-3.197,0.0856,0.0299,0.0,0.0272,0.906,129.969,174647.0,2022
16838,193,"Bizarrap, Nicki Nicole",Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,pop venezolano,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",2019-08-14,1,https://i.scdn.co/image/ab67616d0000b273d60b0794d66fb14b2974d92e,1,-1,0.81,0.471,8,1,-5.047,0.0496,0.00554,0.000197,0.134,0.391,75.003,143292.0,2019
37208,193,A-Wall,A-Wall,spotify:artist:56OjNTX2bkrdGcB0staUOV,bedroom pop,Loverboy,2019-08-04,12,https://i.scdn.co/image/ab67616d0000b273642f3d8e8208bd784d377b0d,178,178,0.604,0.466,0,1,-10.093,0.0315,0.649,0.0334,0.093,0.499,120.045,224520.0,2019
33194,192,$uicideboy$,$uicideboy$,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,underground hip hop,"...And to Those I Love, Thanks for Sticking Around",2020-02-14,12,https://i.scdn.co/image/ab67616d0000b273e2bab14ce82f78a4160376a1,182,-1,0.792,0.511,2,1,-6.876,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490.0,2020
9630,192,"TINI, Sebastian Yatra",TINI,spotify:artist:7vXDAI8JwjW531ouMGbfcp,latin pop,Oye,2020-12-03,14,https://i.scdn.co/image/ab67616d0000b2735c37a54165e6e19fc5022820,4,-1,0.667,0.508,7,0,-7.887,0.0659,0.445,0.0,0.176,0.266,95.035,173039.0,2020
30580,192,Lil Tjay,Lil Tjay,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,melodic rap,F.N,2019-10-11,17,https://i.scdn.co/image/ab67616d0000b273d2fe0b3a495888636cbed083,130,186,0.567,0.515,6,0,-10.265,0.247,0.354,0.0,0.078,0.321,120.1,224000.0,2019
7579,192,"Danna Paola, Sebastian Yatra",Danna Paola,spotify:artist:5xSx2FM8mQnrfgM1QsHniB,latin pop,No Bailes Sola,2021-01-13,11,https://i.scdn.co/image/ab67616d0000b2735ac6151dc74caf0d0a617ef7,47,181,0.585,0.75,10,1,-3.974,0.145,0.203,0.0,0.3,0.619,179.881,182813.0,2021
9916,192,"Enrique Iglesias, Farruko",Enrique Iglesias,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,dance pop,ME PASE (feat. Farruko),2021-07-02,1,https://i.scdn.co/image/ab67616d0000b2739e2d547f18e0e867c60db454,185,193,0.745,0.904,6,0,-2.045,0.047,0.256,1.02e-06,0.0843,0.731,93.977,181573.0,2021
39687,192,Cat Burns,Cat Burns,spotify:artist:6WFDpw4u23uSpon4BHvFRn,pop,go,2020-07-31,1,https://i.scdn.co/image/ab67616d0000b273a015434511262e2a0fafccdc,192,-1,0.663,0.251,6,0,-9.87,0.0435,0.88,0.0,0.0932,0.528,90.272,215000.0,2020
2352,192,Dillom,Dillom,spotify:artist:4cJD9t5QBFTUQcd3xfbOb2,trap argentino,220,2021-12-01,18,https://i.scdn.co/image/ab67616d0000b2730f9f5a5e9ed058b856ac42ab,192,-1,0.741,0.557,0,1,-5.914,0.0345,0.488,0.00362,0.151,0.735,140.048,176569.0,2021
16527,192,"Chris Lebron, Sech, Jay Wheeler",Chris Lebron,spotify:artist:3GPTvhZ8XfH7WkHXidvELk,dominican pop,Desde Mis Ojos - Remix,2022-05-12,1,https://i.scdn.co/image/ab67616d0000b273e1f34bfb74d487a064e80e80,192,-1,0.673,0.56,1,1,-5.191,0.182,0.677,0.0,0.293,0.656,93.978,223564.0,2022
35006,192,Charli XCX,Charli XCX,spotify:artist:25uiPmTg16RbhZWAqwLBy5,pop,Good Ones,2021-09-02,1,https://i.scdn.co/image/ab67616d0000b273945256a58125076169ac098f,192,-1,0.764,0.672,7,0,-5.947,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,136614.0,2021
11112,192,"Cali Y El Dandee, Danna Paola",Cali Y El Dandee,spotify:artist:5DUlefCLzVRzNWaNURTFpK,reggaeton,Nada,2020-08-14,1,https://i.scdn.co/image/ab67616d0000b273efcef350a2e75689cf29e4e2,68,-1,0.684,0.808,0,1,-2.737,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,174027.0,2020
15036,192,"Alan Gomez, Maty Deejay",Alan Gomez,spotify:artist:6oMRQ5H3A2XA5I3RG3leni,cumbia 420,Fabuloso - Remix,2020-07-16,1,https://i.scdn.co/image/ab67616d0000b2733901309393247f1ce109b8ef,103,191,0.76,0.546,10,0,-7.959,0.233,0.0449,4.71e-06,0.0841,0.851,68.032,140125.0,2020
20720,192,"Maluma, Myke Towers",Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,trap latino,Madrid (feat. Myke Towers),2020-08-21,22,https://i.scdn.co/image/ab67616d0000b27387d15f78ec75621d40028baf,62,180,0.764,0.741,9,1,-3.617,0.101,0.239,0.0,0.107,0.802,170.081,198570.0,2020
1252,192,Queen,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,classic rock,Bohemian Rhapsody - Remastered 2011,1975-11-21,12,https://i.scdn.co/image/ab67616d0000b273e319baafd16e84f0408af2a0,25,-1,0.414,0.404,0,0,-9.928,0.0499,0.271,0.0,0.3,0.224,71.105,354320.0,1975
29608,192,Ritt Momney,Ritt Momney,spotify:artist:7MPGCB854Qo4alYMOPkBka,indie pop,Put Your Records On,2020-04-24,1,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,8,182,0.399,0.491,6,0,-10.778,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463.0,2020
22573,192,"Marama, Hernan y La Champion's Liga",Marama,spotify:artist:4GepMkTgrIZECoCC55vqjW,cumbia pop,No Quiero Verte,2021-11-11,1,https://i.scdn.co/image/ab67616d0000b273613af5e787be107b1df66a71,117,141,0.685,0.746,1,0,-5.109,0.0324,0.448,0.0,0.101,0.671,140.992,136596.0,2021
6978,192,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",Trueno,spotify:artist:2x7PC78TmgqpEIjaGAZ0Oz,trap latino,Mamichula - con Nicki Nicole,2020-07-23,10,https://i.scdn.co/image/ab67616d0000b273f4483d4440a89a2cab3b5141,1,181,0.696,0.678,4,0,-5.893,0.0735,0.582,2.22e-06,0.134,0.346,91.985,219202.0,2020
614,192,Camila Cabello,Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,dance pop,Don't Go Yet,2021-07-23,1,https://i.scdn.co/image/ab67616d0000b273d24bb6aa36842e45bdd3d1cc,128,155,0.666,0.796,10,0,-6.967,0.103,0.0492,0.0,0.0442,0.61,110.108,164842.0,2021
